XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,customerPn,customerRevision,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
#N/A,,,,,M90100,B,4.1445,4.144,25.787,25.78,MANDREL,MANDREL,2,PRINTING USA,"25""",,RCMP,,*,,36622,,M,,40283,M90100
#N/A,,,,,M90101,A,5.143,5.143,35.063,35.06,MANDREL,MANDREL,2,PRINTING USA,"35""",,SOSSINI,,*,,36622,,M,MANDREL2,36622,M90101
#N/A,,,,,M90102,A,4.1445,4.144,34.25,34.25,MANDREL,MANDREL,2,PRINTING USA,VENTURA,,YO YO COMP,,*,,36622,,M,MANDREL3,36622,M90102
#N/A,,,,,M90103,*,2.750  3.000,2.75,39.031,39.03,MANDREL,MANDREL,2,PRINTING USA,"RCMP VISION II 37"" WEB",,RCMP,,*,,36622,,M,MANDREL4,36622,M90103
#N/A,,,,,M90104,A,2.750  3.000,2.75,41.906,41.9,MANDREL,MANDREL,2,PRINTING USA,"RCMP VISION II 37"" WEB",,RCMP,,*,,36622,,M,MANDREL6,36622,M90104
#N/A,,,,,M90105,*,2.750  3.000,2.75,37.906,37.9,MANDREL,MANDREL,2,PRINTING USA,"RCMP VISION II 41"" WEB",,RCMP,,*,,36622,,M,MANDREL5,36622,M90105
#N/A,,,,,M90106,*,2.751  3.001,2.751,41.906,41.9,MANDREL,MANDREL,2,PRINTING USA,"RCMP VISION II 41"" WEB - THREADED",,RCMP,,*,,36622,,M,MANDREL7-THD,36622,M90106
#N/A,,,,,M90107,*,5.143,5.143,34.938,34.93,MANDREL,MANDREL,2,PRINTING USA,"SOSSINI 35""",,SOSSINI,,*,,36622,,M,MANDREL8,36622,M90107
#N/A,,,,,M90108,A,4.516,4.516,38.969,38.96,MANDREL,MANDREL,2,PRINTING USA,"COMEXI 39""",,COMEXI,,*,,36622,,M,MANDREL9,36622,M90108
#N/A,,,,,M90109,*,4.517,4.517,34.646,34.64,MANDREL,MANDREL,2,PRINTING USA,"SOUTHERN PRINT COMPANY 34""",,SOUTHERN PRINT COMPANY,,*,,36622,,M,MANDREL10,36622,M90109
#N/A,,,,,M90110,A,4.768,4.768,48.819,48.81,MANDREL,MANDREL,2,PRINTING USA,"TEXMEX PRINTING 48""",,TEXMEX PRINTING,,*,,36622,,M,MANDREL11,36622,M90110
#N/A,,,,,M90111,*,4.141,4.141,42.363,42.36,MANDREL,MANDREL,2,PRINTING USA,"YO YO COMP 42""",,YO YO COMP,,*,,36622,,M,MANDREL12,36622,M90111
#N/A,,,,,M90112,*,5.019,5.019,50.787,50.78,MANDREL,MANDREL,2,PRINTING USA,"COMEXI 50""",,COMEXI,,*,,36622,,M,MANDREL13,36622,M90112
#N/A,,,,,M90113,*,3.188,3.188,6.562,6.562,COLLAR,COLLAR,0,PRINTING USA,RCMP VISION I MANDREL COLLAR,,RCMP,,*,,36622,,M,COLLAR-V1L,36622,M90113
#N/A,,,,,M90114,A,3.188,3.188,4.438,4.438,COLLAR,COLLAR,0,PRINTING USA,RCMP VISION I MANDREL COLLAR,,RCMP,,*,,36622,,M,COLLAR-V1S,36622,M90114
#N/A,,,,,M90115,*,3.965,3.965,2.5,2.5,COLLAR,COLLAR,0,PRINTING USA,RCMP VISION II MANDREL COLLAR,,RCMP,,*,,36622,,M,COLLAR-V2,36622,M90115
#N/A,,,,,M90116,*,3.965,3.965,2.5,2.5,COLLAR,COLLAR,0,PRINTING USA,RCMP VISION II MANDREL COLLAR,,RCMP,,*,,36622,,M,COLLAR-V2THD,36622,M90116
#N/A,,,,,M90117,*,4,4,4,4,COLLAR,COLLAR,0,PRINTING USA,RCMP VISION II MANDREL SLEEVE,,RCMP,,*,,36622,,M,MANDREL-SLEEVE,36622,M90117
#N/A,,,,,M90118,*,5.5,5.5,3.937,3.937,4.771 SPACER SLEEVE,4.770 SPACER SLEEVE,0,PRINTING USA,TEXMEX PRINTING MANDREL SPACER SLEEVE,,TEXMEX PRINTING,,*,,36622,,M,MANDREL-SLEEVE II,36622,M90118
#N/A,,,,,M90119,*,2.305,2.305,2.562,2.562,PLUG,PLUG,0,PRINTING USA,VISION I PLUG LONG JOURNAL,,RCMP,,*,,36622,,M,PLUG-V1L,36622,M90119
#N/A,,,,,M90120,*,2.31,2.31,3.776,3.776,PLUG,PLUG,0,PRINTING USA,VISION I PLUG SHORT JOURNAL,,RCMP,,*,,36622,,M,PLUG-V1S,36622,M90120
#N/A,,,,,M90121,A,3.0002.750,3,3842,3842,MANDREL,MANDREL,2,PRINTING USA,VISION II,,RCMP,,*,,36628,,M,M90103,36628,M90121
#N/A,,,,,M90122,A,5.143,5.143,50.394,50.39,MANDREL,MANDREL,2,PRINTING USA,"50"" SCHIAVI",,SCHIAVI,,*,,36671,,M,,36671,M90122
#N/A,,,,,M90123,A,5.646,5.646,56.299,56.29,MANDREL,MANDREL,2,PRINTING USA,FISCHER & KRECKE,,FISCHER & KRECKE,,*,,36707,,M,,36707,M90123
#N/A,,,,,M90124,A,1.534,1.534,28.675,28.67,MANDREL,MANDREL,2,PRINTING USA,FLEXO GRAVURE 650,,COMPACK,,*,,36747,,M,,36748,M90124
#N/A,,,,,M90125,*,5.154,5.154,41.732,41.73,MANDREL,MANDREL,2,PRINTING USA,"41"" BIELLONI",,BIELLONI,,*,,36824,,M,,36833,M90125
#N/A,,,,,M90126,*,5.7693,5.769,A,A,MANDREL,MANDREL,2,PRINTING USA,VALMET,,VALMET,,*,,36833,,M,,36833,M90126
#N/A,,,,,M90127,*,6.25,6.25,3.937,3.937,5.773 SPACER SLEEVE,5.772 SPACER SLEEVE,0,PRINTING USA,VALMET MANDREL SPACER SLEEVE,,VALMET,,*,,36833,,M,,36836,M90127
#N/A,,,,,M90128,*,4.7667,4.766,42,42,MANDREL,MANDREL,2,PRINTING USA,RCMP VISION MAX,,RCMP,,*,,36916,,M,,36921,M90128
#N/A,,,,,M90129,*,5.393,5.393,60.866,60.86,MANDREL,MANDREL,2,PRINTING USA,YO YO COMP,,YO YO COMP,,*,,36952,,M,,36955,M90129
#N/A,,,,,M90130,A,5.143,5.143,54.331,54.33,MANDREL,MANDREL,2,PRINTING USA,SOUTHERN PRINT COMPANY EMERALD,,SOUTHERN PRINT COMPANY,,*,,36955,,M,,36955,M90130
#N/A,,,,,M90131,B,6.387,6.387,34.646,34.64,MANDREL,MANDREL,2,PRINTING USA,"SOUTHERN PRINT COMPANY 34""",,SOUTHERN PRINT COMPANY,,*,,37648,,M,,37648,M90131
#N/A,,,,,M90132,*,4.14,4.14,49.213,49.21,MANDREL,MANDREL,2,PRINTING USA,"42"" KUEN YUK",,KUEN YUK,,*,,36688,,M,,37053,M90132
#N/A,,,,,M90133,*,4.7667,4.766,59.75,59.75,MANDREL,MANDREL,2,PRINTING USA,RCMP INFINITI,,RCMP,,*,,37092,,M,,37092,M90133
#N/A,,,,,M90134,*,6.125,6.125,3.937,3.937,5.650 SPACER SLEEVE,5.648 SPACER SLEEVE,0,PRINTING USA,F & K MANDREL SPACER SLEEVE,,FISCHER & KRECKE,,*,,37117,,M,,37117,M90134
#N/A,,,,,M90135,*,6.772,6.772,68.11,68.11,MANDREL,MANDREL,2,PRINTING USA,FISCHER & KRECKE,,FISCHER & KRECKE,,*,,37182,,M,,37182,M90135
#N/A,,,,,M90136,*,7.25,7.25,3.937,3.937,6.775 SPACER SLEEVE,6.774 SPACER SLEEVE,0,PRINTING USA,F & K MANDREL SPACER SLEEVE,,FISCHER & KRECKE,,*,,37182,,M,,37182,M90136
#N/A,,,,,M90137,*,5.75,5.75,3.937,3.937,5.146 SPACER SLEEVE,5.142 SPACER SLEEVE,0,PRINTING USA,SOUTHERN PRINT COMPANY EMERALD SPACER SLEEVE,,SOUTHERN PRINT COMPANY,,*,,37266,,M,,37266,M90137
#N/A,,,,,M90138,*,4.141,4.141,34.252,34.25,MANDREL,MANDREL,2,PRINTING USA,"34"" YO YO COMP",,YO YO COMP,,*,,37301,,M,,37301,M90138
#N/A,,,,,M90139,*,4.517,4.517,50.394,50.39,MANDREL,MANDREL,2,PRINTING USA,SOUTHERN PRINT COMPANY EMERALD,,SOUTHERN PRINT COMPANY,,*,,37323,,M,,37323,M90139
#N/A,,,,,M90140,*,5.25,5.25,3.937,3.937,4.520 SPACER SLEEVE,4.519 SPACER SLEEVE,0,PRINTING USA,SOUTHERN PRINT COMPANY EMERALD SPACER SLEEVE,,SOUTHERN PRINT COMPANY,,*,,37323,,M,,37323,M90140
#N/A,,,,,M90141,*,7.273,7.273,61.417,61.41,MANDREL,MANDREL,2,PRINTING USA,"61"" BHS",,BHS,,A2,,37348,,M,,37348,M90141
#N/A,,,,,M90142,*,7.75,7.75,3.937,3.937,7.276 SPACER SLEEVE,7.275 SPACER SLEEVE,0,PRINTING USA,BHS SPACER SLEEVE,,BHS,,A2,,37363,,M,,37363,M90142
#N/A,,,,,M90143,*,6,6,A,A,5.396 SPACER SLEEVE,5.395 SPACER SLEEVE,0,PRINTING USA,YO YO COMP SPACER SLEEVE,,YO YO COMP,,*,,37363,,M,,37363,M90143
#N/A,,,,,M90144,A,5.896,5.896,64.567,64.56,MANDREL,MANDREL,2,PRINTING USA,TEXMEX PRINTING TACHYS-GEARLESS 8 GRAN FORMATO,,TEXMEX PRINTING,,*,,37398,,M,,37398,M90144
#N/A,,,,,M90145,*,6.375,6.375,3.937,3.937,5.898 SPACER SLEEVE,5.897 SPACER SLEEVE,0,PRINTING USA,TEXMEX PRINTING SPACER SLEEVE,,TEXMEX PRINTING,,*,,37398,,M,,37398,M90145
#N/A,,,,,M90146,*,5.25,5.25,3.5,3.5,4.773 SPACER SLEEVE,4.772 SPACER SLEEVE,0,PRINTING USA,RCMP INFINITI,,RCMP,,*,,37414,,M,,37414,M90146
#N/A,,,,,M90147,*,6.146,6.146,68.504,68.5,MANDREL,MANDREL,2,PRINTING USA,COMEXI - FJ-2108,,COMEXI,,*,,37571,,M,,37571,M90147
#N/A,,,,,M90148,A,6.625,6.625,A,A,6.150 SPACER SLEEVE,6.152 SPACER SLEEVE,0,PRINTING USA,COMEXI - FJ-2108 SPACER SLEEVE,,COMEXI,,*,,37571,,M,,37571,M90148
#N/A,,,,,M90149,*,6.396,6.396,57.48,57.48,MANDREL,MANDREL,2,PRINTING USA,BIELLOFLEX TONEMA,,BIELLONI,,*,,37680,,M,,37680,M90149
#N/A,,,,,M90150,*,6.875,6.875,3.937,3.937,6.402 SPACER SLEEVE,6.400 SPACER SLEEVE,0,PRINTING USA,BIELLOFLEX TONEMA SPACER SLEEVE,,BIELLONI,,*,,37680,,M,,37680,M90150
#N/A,,,,,M90151,*,1.1869,1.186,10.625,10.62,0.84,0.8395,2,PRINTING USA,WEBTRON/RCMP X-10,,WEBTRON/RCMP,,*,,37747,,M,,37747,M90151
#N/A,,,,,M90152,A,1.1873,1.187,6.75,6.75,1.1869,1.1867,3,PRINTING USA,WEBTRON 650/750,,PRINTING USA,,*,,37965,,M,,37965,M90152
#N/A,,,,,M90153,*,3.636 TAPER,3.636,40.5,40.5,2.25,2.2495,3,PRINTING USA,SULLIVAN PAPER,,PRINTING USA,,*,,37970,,M,,38078,M90153
#N/A,,,,,M90154,*,1.1866,1.186,7,7,1.1866,1.1864,2,PRINTING USA,WEBTRON 650/750 INSPECTION SHAFT,,PRINTING USA,,*,,38078,,M,,38078,M90154
#N/A,,,,,M90155,*,3.012,3.012,31.969,31.96,2.5005,2.4995,2,PRINTING USA,"31"" MEULLER MARTIN",,ASHTON-POTTER,,*,,38112,,M,,38113,M90155
#N/A,,,,,M90156,*,3.6388,3.638,36.024,36.02,2.5005,2.4995,2,PRINTING USA,"36"" DRENT GRAPHICS",,DRENT GRAPHICS,,*,,38540,,M,,38583,M90156
#N/A,,,,,M90157,*,5.645,5.645,58.268,58.26,2.5005,2.4995,2,PRINTING USA,"58"" LALLY PAK",,LALLY PAK,,*,,38625,,M,,38630,M90157
#N/A,,,,,M90158,*,6.0199,6.019,89.37,89.37,2.5005,2.4995,2,PRINTING USA,RCMP 2200 INFINITI,,RCMP,,*,,38630,,M,,38636,M90158
#N/A,,,,,M90159,*,4.7667,4.766,67.75,67.75,2.5,2.5,2,PRINTING USA,"RCMP 65"" INFINITI",,RCMP,,*,,38702,,M,,38702,M90159
#N/A,,,,,M90160,*,4.7667,4.766,52.75,52.75,2.5,2.5,2,PRINTING USA,"RCMP 52""",,RCMP,,*,,38723,,M,,38723,M90160
#N/A,,,,,M90161,*,5.393,5.393,52.992,52.99,MANDREL,MANDREL,2,PRINTING USA,YO YO COMP,,NORTH STATES FLEXIBLES,,*,,38764,,M,,38765,M90161
#N/A,,,,,M90162,*,7.0224,7.022,60.236,60.23,MANDREL,MANDREL,2,PRINTING USA,YO YO COMP,,"CELLO PAK, NY",,*,,38888,,M,,38897,M90162
#N/A,,,,,M90163,A,5.1426,5.142,62.205,62.2,MANDREL,MANDREL,2,PRINTING USA,"62"" SOUTHERN PRINT COMPANY EMERALD",,,,*,,38895,,M,,38897,M90163
#N/A,,,,,M90164,*,5.8946,5.894,65.748,65.74,MANDREL,MANDREL,2,PRINTING USA,TEXMEX PRINTING TACHYS 6-10,,,,*,,38923,,M,,38923,M90164
#N/A,,,,,M90165,A,6.3958,6.395,70.079,70.07,MANDREL,MANDREL,2,PRINTING USA,APEX,,,,*,,39030,,M,,39030,M90165
#N/A,,,,,M90166,*,6.6465,6.646,54.724,54.72,MANDREL,MANDREL,2,PRINTING USA,KOCHSIEK,,,,*,,39188,,M,,39190,M90166
#N/A,,,,,M90167,*,7.649,7.649,66.535,66.53,MANDREL,MANDREL,2,PRINTING USA,COMEXI,,BURROWS PAPER,,*,,39343,,M,,39343,M90167
#N/A,,,,,M90168,*,2.756,2.756,49.5,49.5,MANDREL,MANDREL,3,FISCHER & KRECKE,P-7 COLD SEAL,PRINT PACK,PRINT PACK,,*,,39471,,M,,39478,M90168
#N/A,,,,,M90168A,*,3.622,3.622,3.5,3.5,2.758 BORE,2.756 BORE,0,FISCHER & KRECKE,P-7 COLD SEAL,PRINT PACK,PRINT PACK,,*,,39463,,M,,39478,M90168A
#N/A,,,,,M90168B,*,3.622,3.622,4.5,4.5,2.758 BORE,2.756 BORE,0,FISCHER & KRECKE,P-7 COLD SEAL,PRINT PACK,PRINT PACK,,*,,39471,,M,,39478,M90168B
#N/A,,,,,M90169,*,6.0199,6.019,67.75,67.75,2.5005,2.4995,2,PRINTING USA,"RCMP 65"" INFINITI",,RCMP,,*,,39567,,M,,39567,M90169
#N/A,,,,,M90170,*,3.639,3.639,35.669,35.66,1.7502,1.7498,2,PRINTING USA,DRENT MODEL 850,,DRENT GOEBEL,,0,,39645,,M,,39792,M90170
#N/A,,,,,M90171,*,2.756,2.756,61.811,61.81,2.5005,2.4995,2,PRINTING USA,COLD SEAL,,NORDMECCANICA,,*,,39863,,M,,40436,M90171
#N/A,,,,,M90172,*,7.273,7.273,68.11,68.11,MANDREL,MANDREL,2,PRINTING USA,YO YO COMP,,,,*,,40435,,M,,40436,M90172
#N/A,,,,,M90173,*,5.52,5.52,57.48,57.48,MANDREL,MANDREL,2,PRINTING USA,AB-1300,,GALLUS,,*,,40568,,M,,40569,M90173
#N/A,,,,,M90174,*,5.645,5.645,61,61,MANDREL,MANDREL,2,PRINTING USA,YO YO COMP MIRAFLEX,,,,*,,40570,,M,,40570,M90174
#N/A,,,,,M90175,*,5.0193,5.019,60.63,60.63,MANDREL,MANDREL,2,PRINTING USA,SOUTHERN PRINT COMPANY,,,,*,,41163,,M,,41164,M90175
#N/A,,,,,M90176,*,4.517,4.517,60,60,MANDREL,MANDREL,2,PRINTING USA,SMW INTERNATIONAL,,,,*,,41844,,M,,41164,M90176
#N/A,,,,,M90177,*,3.639,3.639,53.15,53.15,1.7502,1.7498,2,PRINTING USA,MODEL #1320,,MULTIPRESS,,0,,41247,,M,,41248,M90177
#N/A,,,,,M90178,*,6.0199,6.019,77.908,77.9,2.5005,2.4995,2,PRINTING USA,RCMP FUSIONMAX,,RCMP,,*,,41290,,M,,41291,M90178
#N/A,,,,,M90179,*,7.649,7.649,70.866,70.86,2.5005,2.4995,2,PRINTING USA,SOUTHERN PRINT COMPANY,,,,*,,41438,,M,,41465,M90179
#N/A,,,,,M90180,*,12.904,12.9,76.5,76.5,2.5005,2.4995,2,PRINTING USA,GOSS INTERNATIONAL,,,,*,,41572,,M,,41591,M90180
#N/A,,,,,M90181,*,3.012,3.012,60,60,2.5005,2.4995,2,PRINTING USA,"60"" MEULLER MARTIN",,,,*,,41772,,M,,41772,M90181
#N/A,,,,,M90182,*,6.772,6.772,27.795,27.79,2.5002,2.4998,2,PRINTING USA,"TRESU 27""","POLLARD BANKNOTE, MI","POLLARD BANKNOTE, MI",,*,,42031,,M,,42033,M90182
#N/A,,,,,M90183,*,4.517,4.517,52,52,2.5,2.5,2,PRINTING USA,"52""",,,,*,,42181,,M,,42181,M90183
M90184.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\M90184.xlsx#,,,,,M90184,*,5.1426,5.142,65.354,65.35,2.5,2.5,2,PRINTING USA,"65""",,,,*,,42215,,M,,42346,M90184
#N/A,,,,,M90185,*,5.519,5.519,68.504,68.5,2.5,2.5,2,PRINTING USA,GALLUS AB-1500,,,,*,,42248,,M,,42346,M90185
#N/A,,,,,M90186,A,7.561,7.561,97.638,97.63,2.5002,2.4998,2,PRINTING USA CORPORATION,SOUTHERN PRINT COMPANY,,,,0A,,42342,,M,,42346,M90186
#N/A,,,,,M90187,*,5.647,5.647,67,67,2.5002,2.4998,2,PRINTING USA CORPORATION,SOUTHERN PRINT COMPANY,,,,*,,42460,,M,,42467,M90187
#N/A,,,,,M90188,*,9.03,9.03,71.26,71.26,2.5002,2.4998,2,PRINTING USA CORPORATION,"71"" GALLUS",,GALLUS,,*,,42570,,M,,42591,M90188
#N/A,,,,,M90189,*,6.772,6.772,68.11,68.11,2.8352 RACE,2.8347 RACE,2,PRINTING USA CORPORATION,F & K,,PRINTING USA CORPORATION,,*,,42586,,M,,42591,M90189
#N/A,,,,,M90190,*,3.3897,3.389,7.874,7.874,2.0002,1.9998,2,PRINTING USA CORPORATION,FLEXOGRAFICA 11,ALICO,,,*,,42748,,M,,42752,M90190
#N/A,,,,,M90191,*,8.277,8.277,83.858,83.85,2.5002,2.4998,2,PRINTING USA CORPORATION,"83"" AB2050",,SPR PACKAGING -  TX,,0,,42761,,M,,42762,M90191
#N/A,,,,,M90192,*,5.019,5.019,57.874,57.87,2,1.9998,2,PRINTING USA CORPORATION,"57""",LEMU,,,*,,42964,,M,,43488,M90192
#N/A,,,,,M90193,*,3.7641,3.764,26,26,2.5615,2.5607,2,PRINTING USA CORPORATION,,ELIPAK - TURKEY,,,*,,43487,,M,,43488,M90193
#N/A,,,,,M90194,*,8.1503,8.15,7.874,7.874,2.5002,2.4998,2,PRINTING USA CORPORATION,SUPERPROOFER 220,GTW,,,*,,43881,,M,,43963,M90194
#N/A,,,,,N40100,A,3.51,3.51,15.25,15.25,0.7877,0.7873,4,CHESNUT,"15""",,SUN CHEMICAL,,*,,36833,,N,,36613,N40100
#N/A,,,,,N40101,B,4.841,4.841,12.625,12.62,0.9847,0.9841,3,EVERS,"QUART D, ECO B,D,& E",,"INTERNATIONAL PAPER, KANSAS CITY, MO",,*,,36467,,N,,,N40101
#N/A,,,,,N40102,F,4.139,4.139,20.394,20.39,0.9844,0.9841,3,ARSOMA,EM 510 (#09203419) ECHOLITE,,,,1,,,,N,,,N40102
#N/A,,,,,N40103,B,4.027,4.027,13.75,13.75,0.9835,0.983,3,SOLO CUP,,,"PRINTING USA UNITED - SOLOCUP, NM",,,,,,N,,,N40103
#N/A,,,,,N40104,A,4.03,4.03,13.25,13.25,0.9835,0.983,4,SOLO CUP,,,"PRINTING USA UNITED - SOLOCUP, NM",,,,,,N,,,N40104
N40105.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40105.xlsx#,,,,,N40105,C,2.911,2.911,16.38,16.38,0.7498,0.7493,2,MARK ANDY,4120 SOLID,PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,*,,36568,,N,MARK0009,,N40105
N40106.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40106.xlsx#,,,,,N40106,B,3.509,3.509,10.5,10.5,1,0.9995,1,ALLIED GEAR & MACHINE,"10""",,YORK TAPE & LABEL,,*,,36453,ICM,N,,,N40106
N40107.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40107.xlsx#,,,,,N40107,A,3.501,3.501,10,10,0.625,0.624,2,OLIVER PRODUCTS CO.,"9"" SOLID",,OLIVER PRODUCTS,,2,,36465,ICM,N,,,N40107
N40108.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40108.xlsx#,,,,,N40108,*,2.948,2.948,6.375,6.375,0.7498,0.7493,1,MARK ANDY,"6""",,COMMERCE LABEL,,*,,,,N,,,N40108
#N/A,,,,,N40109,*,2.498,2.498,22.795,22.79,0.6294,0.6286,3,PRESSTEK,,,PRESSTEK INC.,,1,,36479,ICM,N,,,N40109
N40110.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40110.xlsx#,,,,,N40110,A,2.911,2.911,21.875,21.87,0.7498,0.7493,2,MARK ANDY,"A/R 20"" ECHOLITE",,MARK ANDY,,D,,36480,ICM,N,,,N40110
#N/A,,,,,N40111,*,3.16,3.16,14.5,14.5,0.9842,0.984,3,,"14""",INTERPRESS TECH,UNKNOWN,,*,,36473,ICM,N,,,N40111
#N/A,,,,,N40112,*,3.82,3.82,13.25,13.25,1.1813,1.181,3,AQUAFLEX,"13""",,VALLIS FORM SERVICES,,3,,36494,UPCHURCH,N,,,N40112
N40113.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40113.xlsx#,,,,,N40113,C,3.82,3.82,11.25,11.25,0.9997,0.9992,3,AQUAFLEX,"10"" (LCQX) INSTA-PREP",,,,1,,36488,DMA,N,,,N40113
#N/A,,,,,N40114,B,2.543,2.543,13.307,13.3,0.5904,0.5899,4,NILPETER,GLS-3000/FA-3300,,CARIBE PRINT & LABEL,,*,,,,N,,,N40114
#N/A,,,,,N40115,D,4.001,4.001,19.75,19.75,0.7877,0.7873,8,F.L. SMITHE,"20""",,KENMORE,,*,,,DMA,N,KENMORE02,,N40115
#N/A,,,,,N40116,D,3.82,3.82,14.25,14.25,0.9997,0.9992,3,AQUAFLEX,"13"" (QX) INSTRAFLEX ECHOLITE",PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,2,,36501,UPCHURCH,N,,,N40116
#N/A,,,,,N40117,E,2.627,2.627,11.002,11,0.7878,0.7875,4,NILPETER,"FB-2500 ECHOLITE (2002,3003,4002,6510,3510)",PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,8,,36509,ICM,N,ROTO0002,,N40117
N40118.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40118.xlsx#,,,,,N40118,G,5.093,5.093,14.331,14.33,1.977 BORE,1.973 BORE,2,NILPETER,M-3300 ALUMINUM TUBE,,MAILWELL LABEL,,D,,36509,ICM,N,,,N40118
N40119.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40119.xlsx#,,,,,N40119,I,3.952,3.952,W3,W3,1.3785,1.3781,4,COMCO,PRO GLIDE ECHOLITE,PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,B,,36510,ICM,N,,,N40119
#N/A,,,,,N40120,B,3.499,3.499,14,14,0.9848,0.9844,3,WEBTRON,ECHOLITE #1013,,INDUSTRIAL LABEL,,*,,36528,ICM,N,,,N40120
#N/A,,,,,N40121,H,2.64,2.64,7.25,7.25,0.7878,0.7874,6,PROPHETEER,"7""",,LABEL LINE LTD.,,3,,36531,,N,PROPHETEER01,,N40121
N40122.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40122.xlsx#,,,,,N40122,A,3.952,3.952,17,17,N/A,N/A,0,COMCO,QUICK  CHANGE,,COMCO,,*,,36535,ICM,N,COMCO005,,N40122
#N/A,,,,,N40123,A,2.536,2.536,8.858,8.858,0.4722,0.4715,3,NILPETER,F-2400,,,,*,,36536,,N,NILPETER02,,N40123
#N/A,,,,,N40124,A,4.8523,4.852,9,9,1.3775,1.377,5,EVERS,"9""",,"TETRA PAK,  FT. WAYNE, IN.",,*,,36537,DMA,N,,,N40124
#N/A,,,,,N40125,F,3.82,3.82,13.25,13.25,1.1813,1.181,4,AQUAFLEX,"13"" (LW) ECHOLITE",PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,*,,36537,UPCHURCH,N,AQUAFLEX13,,N40125
N40126.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40126.xlsx#,,,,,N40126,D,2.911,2.911,13.38,13.38,0.7498,0.7493,2,MARK ANDY,2200 SOLID,PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,A,,36537,UPCHURCH,N,MARK0029,,N40126
#N/A,,,,,N40127,A,4.841,4.841,11.885,11.88,0.9847,0.9841,3,EVERS,HALF GALLON,,INTERNATIONAL PAPER,,*,,36537,,N,,,N40127
#N/A,,,,,N40128,C,3.82,3.82,13.25,13.25,1.1813,1.181,4,AQUAFLEX,"13""",,AQUAFLEX,,*,,36537,UPCHURCH,N,AQUAFLEX05,,N40128
#N/A,,,,,N40129,B,3.514,3.514,17.5,17.5,1.1816,1.1811,3,PROPHETEER,1700,TOLAS HEALTHCARE,TOLAS HEALTH CARE,,1,,36537,DMA,N,PROPHETEER03,,N40129
#N/A,,,,,N40130,C,3.82,3.82,18.75,18.75,1.1813,1.181,4,AQUAFLEX,"18"" (LW) ECHOLITE",PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,*,,36539,UPCHURCH,N,,,N40130
#N/A,,,,,N40131,C,3.82,3.82,18.75,18.75,1.1813,1.181,4,AQUAFLEX,"18.5"" (LW) ECHOLITE",,AQUAFLEX,,8,,36539,UPCHURCH,N,AQUAFLEX07,,N40131
N40132.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40132.xlsx#,,,,,N40132,D,2.946,2.946,7.38,7.38,0.7498,0.7493,2,MARK ANDY,"MODELS 810, 820, 830",PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,H,,36545,,N,MARK0023,,N40132
#N/A,,,,,N40133,C,2.946,2.946,10.38,10.38,0.7498,0.7493,2,MARK ANDY,MODEL 830,PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,*,,36545,,N,,,N40133
#N/A,,,,,N40134,A,4.304,4.304,22,22,0.7498,0.7493,5,HEINRICK,"22""",,"TOLAS HEALTHCARE, PA.",,*,,36545,,N,,,N40134
#N/A,,,,,N40135,G,2.911,2.911,10.38,10.38,0.7498,0.7493,2,MARK ANDY,"2200, 4130, 4150 & 4200",PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,A,,36545,,N,MARK0034,,N40135
#N/A,,,,,N40136,C,2.55,2.55,6.75,6.75,1.1878 BORE,1.1876 BORE,0,WEBTRON,650,PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,*,,36545,,N,WEB00007,,N40136
